srcIP,dstIP,protocol,sPort,dPort
758,395,6,21,21
727,181,1,23,68
226,522,17,80,25
647,671,6,23,25
407,92,17,23,68
974,296,17,25,22
27,421,6,22,21
618,832,17,21,23
480,936,6,53,53
617,772,89,80,23
366,566,17,79,80
984,886,6,53,25
516,583,17,23,80
918,556,6,25,53
997,799,1,80,53
497,402,6,80,21
33,262,17,80,80
135,760,6,80,80
976,531,17,80,53
782,466,6,21,53
383,901,17,53,25
100,934,6,25,80
225,604,6,53,22
711,258,17,68,25
213,895,6,20,53
19,660,6,79,53
130,787,17,53,80
306,49,89,53,80
927,756,17,80,23
117,951,1,80,25
16,474,1,53,22
733,253,6,23,20
568,476,17,20,80
562,761,89,53,22
89,638,6,79,53
908,591,6,79,21
395,386,17,80,20
121,786,6,20,20
130,750,1,23,22
724,855,17,25,80
203,684,6,22,53
781,623,17,25,68
660,539,17,79,23
853,328,1,53,23
404,554,6,80,80
36,189,17,53,80
264,224,6,23,80
713,940,17,20,22
454,111,6,53,53
673,604,6,22,53
81,771,1,25,79
540,596,6,25,53
508,759,17,53,21
76,195,17,53,25
204,126,17,25,23
87,395,6,21,53
423,30,1,25,22
94,758,1,80,53
290,555,1,20,20
299,496,6,79,68
662,522,17,20,25
865,105,17,79,25
979,395,17,22,80
481,515,89,53,21
655,35,6,21,80
831,904,17,53,20
456,888,17,21,80
464,527,1,53,79
686,266,6,79,21
912,515,6,79,53
147,390,6,23,25
691,173,1,53,80
590,512,1,80,80
935,562,17,21,68
904,90,6,53,20
438,498,17,22,68
363,627,17,21,79
270,403,17,21,80
662,951,6,68,25
593,48,6,25,80
105,316,17,22,25
271,791,6,53,53
271,426,6,80,22
364,740,17,53,53
891,208,6,53,53
202,95,17,20,25
297,334,6,53,79
939,541,89,22,80
252,199,89,25,53
829,827,17,21,20
48,41,6,21,53
919,925,6,20,80
131,560,17,79,23
650,848,17,80,21
743,195,1,53,20
752,222,6,80,23
388,834,6,68,53
484,805,6,79,53
868,536,6,80,21
181,312,6,80,21
490,172,6,53,21
245,336,6,22,22
830,954,6,53,80
938,412,17,53,80
412,170,17,68,21
56,54,6,80,53
47,295,17,23,53
81,731,6,23,25
7,83,17,20,25
337,227,89,23,20
593,644,6,25,25
874,438,6,22,21
425,72,6,22,80
253,708,6,23,80
269,136,1,53,22
833,898,6,25,23
847,756,1,53,20
963,855,89,25,21
106,927,6,68,22
203,376,6,25,80
893,946,6,22,80
756,687,6,25,53
868,247,89,53,21
564,555,17,22,23
663,115,17,20,80
136,767,6,53,25
655,804,6,80,53
815,782,6,53,79
293,507,17,80,53
940,794,17,23,80
410,459,6,80,23
429,190,1,20,25
781,848,1,20,25
365,847,6,20,53
703,794,6,20,25
355,91,1,25,23
827,980,6,22,21
977,607,6,80,20
121,358,6,53,68
930,181,1,25,80
469,730,1,53,22
575,850,17,68,22
794,834,89,20,21
983,762,17,22,20
697,590,6,22,25
151,521,6,20,22
3,357,6,53,23
100,171,6,25,22
591,160,6,21,53
564,98,17,79,21
952,333,17,80,53
703,599,1,53,53
716,756,6,79,23
287,920,6,80,25
970,767,6,53,53
67,511,6,23,80
801,62,17,79,25
806,811,1,21,21
25,987,6,23,20
276,961,6,23,25
901,452,1,20,53
93,512,17,80,53
953,114,17,80,22
624,866,17,53,80
246,54,17,80,20
39,247,6,80,23
587,887,6,53,68
162,9,6,80,80
931,231,1,79,80
13,978,17,53,80
813,813,6,79,23
555,657,17,53,80
892,257,6,25,23
877,748,17,80,53
336,489,6,80,22
741,27,1,53,21
657,37,17,53,80
842,16,1,80,2
314,788,89,23,80
861,938,6,20,23
638,86,6,80,53
915,689,17,53,20
616,767,6,25,21
835,488,6,22,23
390,339,6,53,21
892,356,17,22,80
43,30,17,79,53
302,488,89,23,68
785,499,17,68,68
832,536,6,80,25
323,452,6,53,23
712,980,6,23,53
210,299,17,80,20
283,509,6,80,20
843,159,17,79,22
729,727,6,53,53
349,24,6,80,23
80,710,89,68,53
945,741,17,20,53
33,426,6,22,53
764,125,17,79,80
86,679,89,53,22
37,209,6,53,53
1000,454,6,25,80
203,106,6,20,20
559,426,17,22,20
929,210,17,20,80
223,481,17,22,80
774,910,17,80,80
613,745,17,80,80
409,984,17,22,68
135,100,6,23,53
498,438,6,23,22
931,884,17,25,20
82,777,89,68,80
979,223,6,22,53
333,592,6,23,23
299,316,17,68,20
706,237,17,22,80
206,6,17,68,53
405,832,6,80,25
783,9,1,79,53
100,145,6,20,80
507,481,17,22,53
271,386,1,25,53
805,655,6,79,25
587,825,6,79,25
375,348,17,80,21
351,778,6,21,53
214,635,6,68,25
245,306,17,53,23
319,385,6,68,21
271,713,6,53,53
850,354,17,23,20
874,329,1,20,80
872,495,89,53,80
427,312,1,20,80
839,39,6,22,53
31,103,89,80,53
972,497,6,53,79
637,250,6,68,80
167,575,6,80,53
43,633,6,21,22
60,971,6,53,23
574,190,17,23,25
686,187,17,23,80
488,314,17,20,80
244,675,6,53,80
73,485,1,20,80
827,796,17,53,53
593,505,17,68,80
489,765,17,21,25
859,963,17,25,21
203,542,6,22,23
430,352,17,79,23
569,736,6,53,80
518,84,6,53,53
309,628,17,23,23
218,423,6,80,23
698,329,6,53,25
530,1000,6,25,21
913,621,17,53,23
689,727,6,53,79
355,746,89,80,53
69,534,1,53,80
471,324,17,21,80
308,648,6,53,79
902,46,17,68,20
807,415,6,79,53
932,525,17,80,21
495,5,89,68,22
273,795,6,80,23
120,552,17,80,80
783,965,6,25,23
298,140,6,53,22
287,868,17,21,53
969,250,6,21,20
650,911,6,20,53
544,511,1,22,20
553,149,6,80,68
305,353,6,25,80
68,42,17,79,22
515,343,17,53,68
404,684,17,22,80
647,418,17,80,79
55,653,6,53,25
37,486,17,53,20
328,468,17,80,68
908,968,17,53,80
880,733,17,53,53
928,337,6,21,53
988,625,17,79,21
14,621,6,80,23
1,531,6,21,53
33,148,1,21,68
836,760,6,23,80
597,693,1,79,53
865,39,17,21,80
593,15,6,20,23
487,529,6,20,68
192,92,6,20,22
829,431,6,23,53
793,248,6,21,53
246,73,17,68,80
968,510,6,53,20
10,380,17,20,25
554,257,1,53,68
434,121,1,20,80
296,933,6,80,53
575,405,6,21,23
445,517,6,53,22
602,423,6,22,20
193,348,89,79,79
427,38,6,79,80
114,915,6,80,25
815,276,17,23,80
902,748,1,80,68
753,255,6,53,21
559,378,1,80,80
594,34,17,68,20
636,432,6,20,25
990,790,17,25,80
988,970,17,20,53
105,949,6,22,53
140,989,17,80,80
549,204,6,53,20
351,531,17,53,20
61,795,17,53,25
819,728,89,25,53
114,230,17,53,80
772,229,17,80,53
143,377,6,53,22
994,272,17,53,80
675,515,6,21,22
201,861,1,20,53
861,705,17,53,21
24,926,6,53,20
531,846,6,80,22
238,727,6,20,53
425,543,6,21,22
483,307,17,22,21
418,902,17,80,20
708,406,17,23,21
610,292,6,21,80
690,677,17,53,80
118,893,6,53,53
625,533,6,53,22
762,524,17,80,53
902,726,6,20,23
576,559,6,20,25
443,269,17,22,22
807,1000,6,23,53
729,406,17,80,22
337,857,6,22,23
500,292,6,22,80
877,952,17,22,80
365,957,6,80,80
601,156,17,22,68
784,476,6,22,22
631,313,6,22,22
975,338,6,22,21
878,803,17,25,25
693,300,1,23,53
335,854,17,20,21
967,778,89,25,22
776,296,6,80,25
901,786,6,53,25
771,478,6,80,53
833,639,17,22,25
600,229,1,53,20
627,190,17,23,21
143,686,17,20,68
383,312,17,80,20
712,573,17,53,25
861,954,1,53,25
476,449,17,53,20
548,956,6,20,53
747,503,6,25,25
299,59,6,23,53
129,426,6,68,79
630,636,1,53,21
926,953,89,20,80
408,139,6,22,80
234,701,6,23,80
436,545,6,80,53
297,84,17,80,20
144,425,6,23,22
439,815,1,53,80
571,768,89,22,23
935,898,6,53,80
404,314,6,80,20
992,939,1,23,23
807,142,6,22,23
67,212,6,23,25
544,338,17,21,80
139,723,1,80,79
597,537,6,79,23
554,231,6,80,23
32,211,6,25,21
540,173,6,80,22
935,580,6,80,80
414,156,17,68,80
485,252,6,53,23
386,661,1,80,79
218,863,17,80,79
286,685,6,68,53
260,578,6,80,53
354,634,17,53,53
295,264,17,23,21
647,210,89,22,25
448,941,6,68,79
421,764,17,80,23
419,15,6,22,21
977,718,17,80,79
716,120,17,53,25
970,839,1,53,80
376,751,17,80,25
279,217,6,23,20
63,672,17,22,79
785,711,6,21,25
475,712,17,23,20
390,550,6,80,23
183,582,6,25,80
841,926,17,23,53
105,352,17,20,23
758,657,6,22,80
467,555,89,20,21
12,784,17,80,79
403,987,6,53,22
802,278,6,25,80
155,664,17,53,53
724,16,1,53,6
90,328,17,23,20
454,860,17,23,80
628,455,17,25,21
359,659,17,80,80
849,428,6,20,23
595,923,6,20,53
82,800,6,20,80
740,54,6,21,20
541,123,6,80,21
693,229,17,21,53
71,263,1,23,80
863,637,89,22,25
191,124,17,25,22
264,685,6,80,80
343,184,17,23,23
914,69,6,53,20
671,903,6,53,80
911,359,6,80,53
315,988,6,20,80
453,907,17,22,80
831,14,17,80,79
747,856,6,53,23
509,283,6,53,20
355,606,17,21,20
789,344,17,23,53
396,202,1,79,80
987,808,17,22,80
582,226,6,53,25
609,335,6,53,80
898,342,1,80,80
123,353,6,20,21
762,488,89,25,23
204,247,6,25,23
986,16,1,80,7
461,577,6,20,80
836,817,1,25,53
290,924,6,23,80
428,2,89,25,21
189,48,6,21,20
849,955,17,80,21
152,185,17,53,80
744,869,6,68,23
298,754,17,79,53
689,684,1,22,25
679,617,6,25,20
472,891,17,80,25
85,968,17,79,80
320,548,17,53,20
120,923,6,23,53
222,138,17,23,53
140,639,6,53,53
577,385,6,25,23
940,824,6,53,79
219,271,6,20,23
649,759,89,80,22
605,3,6,22,25
257,489,17,23,53
826,740,17,20,53
975,585,6,25,53
122,751,6,53,79
568,938,17,68,80
725,323,89,22,80
396,447,17,79,20
236,570,1,80,25
190,256,17,23,53
151,119,17,80,53
612,480,6,68,22
123,336,17,20,21
698,297,89,53,22
138,419,6,79,80
956,327,17,53,23
84,345,6,80,80
394,184,6,68,22
512,254,6,21,68
975,359,1,53,22
355,344,17,53,21
14,436,6,23,80
446,201,6,68,80
980,120,6,79,53
58,735,6,25,80
479,485,17,53,20
92,842,6,25,80
459,226,6,21,79
147,751,6,53,53
288,217,6,20,23
741,70,17,53,79
371,521,17,68,25
426,263,17,80,25
728,740,1,53,80
557,724,6,22,80
827,347,17,23,80
87,331,6,79,21
740,278,6,53,53
391,56,17,25,79
377,131,6,25,25
135,568,6,23,25
119,584,1,25,21
141,70,17,80,79
674,788,89,25,22
294,259,1,23,22
839,927,17,80,53
169,369,89,53,80
515,420,6,25,68
353,113,6,79,79
169,350,6,20,53
959,74,6,80,22
546,442,6,21,21
362,235,6,53,68
534,683,17,21,21
711,533,6,79,80
529,151,1,20,80
722,497,6,23,53
746,438,6,25,21
736,1,6,53,22
4,408,17,23,53
853,334,6,79,20
823,300,17,53,23
304,877,17,53,80
319,145,6,53,80
608,163,6,53,23
566,595,6,53,79
482,995,17,22,22
271,819,17,20,25
96,523,17,53,53
203,176,17,23,20
913,510,89,68,25
88,470,6,21,53
640,391,17,53,53
779,962,17,53,21
111,458,17,20,80
18,935,6,20,53
681,1,6,23,80
616,622,17,21,53
727,41,17,21,53
612,5,6,21,80
633,157,1,20,80
413,57,17,80,68
146,308,6,53,22
562,808,89,21,79
288,590,17,68,20
980,617,17,80,23
326,725,17,23,80
451,146,1,53,80
362,13,17,53,23
432,842,6,25,22
502,160,6,80,80
97,668,6,23,68
183,747,1,68,20
814,55,6,79,20
675,477,6,23,53
597,487,1,23,53
649,567,17,79,53
240,262,1,80,22
252,354,17,53,80
3,841,6,21,23
597,411,6,68,22
1825,798,17,80,80
911,689,17,22,53
561,88,17,53,79
222,168,6,53,68
961,363,17,53,80
698,735,6,80,21
434,484,6,21,23
773,243,17,79,80
219,523,17,80,80
56,194,6,68,53
421,143,6,80,80
927,886,17,80,25
153,977,1,22,80
30,338,17,20,53
674,602,6,80,68
616,569,17,23,80
761,735,17,53,21
197,646,17,23,21
811,470,6,21,80
275,833,17,23,20
296,787,6,23,21
814,7,1,21,53
593,925,17,80,80
747,240,6,80,80
59,870,17,21,25
25,31,6,53,53
535,443,6,25,21
694,71,6,22,21
24,952,6,80,20
663,840,6,53,68
349,284,17,80,22
745,833,17,21,23
619,287,6,20,21
431,258,6,68,20
450,470,6,21,20
764,868,17,80,21
130,578,17,23,22
242,132,17,80,22
547,496,6,80,53
307,676,17,20,21
843,892,6,23,80
400,86,6,25,53
537,318,6,53,68
488,129,17,20,80
244,784,17,22,53
687,770,17,80,79
949,473,6,22,22
128,76,17,68,25
416,375,6,25,79
987,246,6,21,79
536,200,6,68,23
70,810,17,53,79
994,733,17,21,23
432,150,1,53,23
743,620,1,21,21
322,28,6,53,53
94,366,17,53,23
989,721,17,53,20
428,560,6,80,53
418,678,6,25,21
659,429,17,21,80
100,403,6,22,20
970,692,17,21,20
346,192,6,22,23
994,577,17,80,25
26,601,6,20,22
661,792,17,53,23
179,66,6,68,80
259,983,6,80,21
423,984,6,21,25
482,652,17,23,23
736,897,89,79,53
990,280,6,79,20
390,68,17,53,80
601,392,17,80,53
553,497,17,80,21
275,68,17,23,53
274,538,6,80,23
580,799,17,80,80
360,163,6,22,79
891,924,6,22,80
78,443,6,80,79
105,54,1,53,23
855,973,17,20,23
206,632,17,25,53
176,912,1,25,80
9,643,6,68,21
451,407,6,25,53
46,715,17,21,53
981,511,6,23,25
447,985,1,20,20
300,765,17,22,23
429,766,6,80,68
601,630,17,23,53
260,90,6,23,20
867,791,6,53,53
945,693,6,25,25
957,767,17,22,21
800,178,6,23,53
725,802,6,22,80
278,275,1,22,25
728,537,89,25,20
461,195,6,25,53
720,611,17,20,80
568,854,17,80,80
781,365,6,53,21
709,338,17,80,21
205,285,89,22,25
589,52,6,80,21
200,560,17,53,80
773,739,17,21,20
668,518,17,53,53
936,456,17,23,21
150,669,89,25,53
382,323,89,80,79
219,794,6,21,53
558,863,17,53,21
82,264,17,22,23
753,698,17,21,80
354,167,17,25,53
292,364,89,22,21
144,392,6,21,53
469,183,6,80,53
413,389,6,20,80
928,668,1,53,79
82,928,6,80,80
180,633,6,53,53
869,899,17,22,79
190,324,6,79,80
235,174,6,53,23
695,844,17,68,25
657,134,6,80,68
598,443,17,53,80
570,142,6,25,23
286,548,17,80,23
201,152,17,20,53
967,305,6,80,25
112,753,6,80,53
881,406,17,23,22
238,545,89,25,23
784,920,6,53,53
57,782,17,21,22
350,48,6,21,23
502,149,17,79,25
601,946,89,79,79
906,606,6,79,23
363,943,6,25,25
113,418,6,20,80
707,477,6,80,53
394,634,6,80,80
351,932,6,80,68
754,230,6,21,80
528,743,17,68,80
660,751,17,53,53
714,335,6,20,80
305,808,17,22,22
465,473,6,20,25
128,203,17,79,21
216,21,17,22,80
957,119,17,80,23
271,100,6,80,20
420,585,17,20,53
126,944,6,23,21
499,87,17,25,20
878,635,6,20,25
788,927,17,53,21
926,517,6,80,22
270,746,6,23,53
988,752,6,25,22
314,263,17,53,79
374,364,17,80,20
562,318,6,53,79
527,513,89,53,80
370,447,6,80,68
454,114,17,53,80
572,924,6,25,53
670,539,6,21,53
167,315,17,21,25
148,413,17,21,80
874,697,17,53,20
473,9,6,20,53
933,438,6,25,22
283,63,1,20,80
173,790,1,53,25
711,521,6,21,25
197,284,6,53,80
368,55,6,80,25
24,228,6,80,23
59,750,17,53,53
693,860,6,80,80
713,169,1,53,79
96,107,6,25,25
121,706,17,53,21
242,891,17,23,21
266,921,6,22,80
660,489,6,80,53
658,520,6,53,80
137,955,6,20,22
246,552,17,80,25
337,58,17,53,80
817,164,6,23,23
425,736,1,20,25
58,48,6,80,20
289,671,17,21,80
340,625,6,21,21
224,587,17,23,53
727,98,6,80,80
14,878,17,53,68
70,325,17,53,53
1825,798,17,68,80
89,9,89,23,22
506,903,89,80,80
408,465,17,79,80
657,28,6,20,79
153,976,17,25,53
54,422,6,20,21
741,674,1,25,21
486,455,6,22,53
277,312,17,80,22
460,362,17,22,25
461,165,6,80,53
963,836,17,80,53
839,533,6,53,80
300,438,6,53,25
165,28,6,21,20
916,823,6,23,79
434,516,6,20,53
100,11,17,25,23
225,191,1,79,53
509,199,6,53,25
74,445,6,21,53
898,922,17,20,80
937,63,17,21,53
491,279,17,80,23
763,402,17,53,22
14,151,17,80,80
70,195,17,22,80
287,655,17,80,53
43,799,6,22,53
811,937,17,53,22
635,379,89,23,80
4,51,17,53,20
471,237,6,21,53
29,690,17,22,20
900,247,6,80,25
882,822,6,53,25
420,237,6,80,21
797,493,89,25,20
9,610,6,21,79
185,859,6,80,79
104,871,6,25,20
669,966,6,20,22
957,546,6,21,25
210,127,17,23,80
103,368,6,21,25
151,90,17,22,80
28,858,6,80,21
23,953,6,25,20
253,304,17,80,53
198,493,17,68,23
963,871,1,22,53
400,189,1,68,25
576,266,17,25,80
557,228,6,22,25
65,983,17,23,80
305,464,6,80,21
760,935,6,80,53
249,436,17,80,21
853,592,1,22,53
594,575,1,53,53
287,186,17,25,23
294,349,17,79,25
779,761,6,53,53
906,463,6,53,21
251,350,6,23,80
562,476,6,23,53
67,628,17,25,23
912,136,6,23,80
623,748,17,21,53
294,392,17,79,22
838,374,17,80,25
438,14,6,53,22
337,943,6,20,23
107,960,6,80,80
579,686,6,53,53
957,961,6,25,53
981,30,17,21,53
567,23,17,79,68
392,622,17,80,80
971,135,1,23,80
636,604,17,20,80
144,959,6,21,80
301,354,17,21,80
415,601,6,23,25
253,812,17,20,80
624,27,17,80,80
92,990,6,21,53
781,454,17,80,21
72,440,17,22,79
343,478,6,23,20
972,201,6,80,25
496,690,17,21,68
377,849,17,23,79
178,448,17,80,53
313,92,17,53,80
974,868,17,22,21
531,834,17,25,80
376,759,17,25,53
258,67,6,80,53
312,845,17,20,22
558,695,17,68,53
814,742,6,80,53
954,812,6,20,53
569,149,17,20,25
581,746,89,21,21
659,610,6,53,80
348,166,6,20,53
34,364,6,80,80
563,771,6,22,80
559,465,17,22,21
559,240,17,80,80
263,303,6,53,53
49,450,6,80,22
639,490,17,53,80
513,179,1,22,20
760,207,17,25,21
96,699,17,23,79
529,211,1,79,25
907,324,6,80,21
56,189,17,53,20
351,805,17,80,53
221,476,17,22,68
258,296,6,68,80
141,662,17,53,80
171,668,17,22,25
794,370,6,80,21
760,20,6,20,68
897,570,1,23,80
304,622,89,21,53
851,42,6,53,23
386,906,6,25,53
500,149,17,20,23
97,108,17,22,23
611,467,6,23,25
99,253,17,20,80
698,554,6,53,23
607,816,17,53,22
835,739,6,23,23
577,758,89,53,22
865,445,17,80,22
905,32,17,23,79
371,85,17,80,80
232,792,17,53,53
249,917,17,53,53
35,591,6,25,79
359,240,6,20,23
242,192,6,53,22
426,702,6,53,53
768,590,17,23,25
34,419,17,53,23
407,626,1,21,21
111,998,6,22,25
384,522,6,53,21
654,971,17,25,21
341,761,6,23,53
494,248,6,23,22
787,971,17,53,20
738,880,6,68,20
845,413,17,25,20
628,289,6,22,53
698,644,1,53,80
479,786,17,53,53
501,416,6,25,23
963,306,17,80,79
366,877,6,53,79
25,262,1,23,22
611,627,6,68,22
621,503,6,53,22
7,221,1,80,53
615,756,6,20,80
260,412,17,80,80
247,263,17,20,68
664,988,17,68,25
777,848,17,53,25
159,710,17,25,25
282,412,17,22,80
410,873,17,25,68
624,266,17,23,53
432,750,6,25,21
38,573,17,80,22
175,118,6,80,53
12,919,6,68,53
79,581,89,23,23
744,470,6,80,80
858,108,17,21,20
633,512,17,68,25
320,64,6,53,22
817,998,6,80,20
363,972,17,22,23
370,364,6,53,53
808,113,17,22,53
834,522,17,80,68
886,569,17,80,79
839,397,6,53,79
891,318,17,22,80
32,925,6,80,22
218,76,17,79,21
818,251,6,53,23
519,719,17,20,25
545,319,17,22,25
31,109,17,68,53
317,383,6,80,25
286,818,6,80,22
858,120,17,80,21
159,819,6,80,53
437,695,6,80,21
39,75,17,53,80
930,972,6,53,23
753,475,6,20,80
61,450,17,25,80
159,458,6,22,53
711,351,6,21,53
945,798,6,80,79
103,104,6,80,25
238,899,6,22,80
254,982,17,79,22
432,51,6,68,79
749,56,17,25,21
811,732,6,80,80
130,379,6,68,21
126,552,6,21,80
121,385,6,21,68
28,46,6,21,53
593,860,6,68,53
43,650,6,23,53
655,954,17,80,80
442,824,6,23,53
22,731,17,80,80
850,569,17,68,25
620,95,17,53,20
221,477,6,53,68
342,585,17,21,21
954,127,6,53,22
806,114,6,53,25
252,811,6,68,68
179,558,6,23,53
385,545,6,53,53
346,987,17,20,22
117,292,17,23,20
194,78,6,20,22
798,613,6,23,22
909,288,6,22,22
332,405,6,23,80
873,678,17,21,21
635,621,6,25,80
429,502,6,80,80
807,790,17,22,80
694,994,17,79,21
474,360,6,22,80
628,650,17,68,53
373,139,6,79,80
156,390,6,23,80
420,175,1,53,25
244,539,6,21,21
486,439,6,25,79
11,592,6,80,23
667,208,6,80,53
535,491,6,20,80
64,155,6,68,20
417,955,17,53,79
581,903,6,53,80
317,819,6,80,20
558,381,1,21,20
783,322,89,25,80
687,267,6,21,20
398,31,17,25,79
807,724,1,25,53
273,623,6,21,25
173,260,6,80,25
856,284,17,20,53
757,225,17,68,21
77,121,1,25,80
873,303,1,23,80
557,664,6,80,25
782,878,6,25,68
571,875,6,23,21
303,837,6,53,80
784,190,17,80,53
871,331,6,20,80
699,416,6,80,21
797,118,1,25,21
744,752,6,53,53
530,868,89,80,21
426,365,17,25,22
94,33,17,53,68
446,739,17,22,53
53,322,89,22,20
472,514,89,25,80
89,483,6,53,79
127,628,6,53,53
11,66,89,22,22
995,939,1,79,68
262,946,89,25,22
98,841,6,20,20
897,714,17,21,53
846,791,89,53,53
250,736,17,79,53
123,888,6,53,23
127,626,6,53,22
768,603,17,80,79
402,754,1,21,80
424,719,6,80,23
200,527,1,79,80
640,743,6,21,23
612,307,17,21,53
304,227,17,53,80
985,496,17,21,80
884,389,6,80,21
176,838,6,53,21
133,537,17,20,21
913,599,17,20,53
221,915,17,22,22
690,264,89,23,21
776,437,89,20,53
481,707,17,20,79
586,340,6,79,53
366,312,17,80,21
643,769,17,80,20
412,41,6,25,23
665,708,17,23,20
188,534,6,53,21
854,229,17,80,22
141,935,89,25,22
549,163,1,80,25
779,890,6,79,23
126,284,17,80,80
971,40,17,21,53
201,50,17,21,20
590,328,17,23,68
206,707,6,53,22
642,351,6,22,79
16,234,6,22,20
864,686,6,80,23
172,284,6,53,20
790,51,17,80,68
330,936,17,20,53
690,700,6,80,21
814,755,6,20,20
334,805,17,21,68
545,502,6,68,23
26,509,6,79,80
963,103,6,25,79
208,581,17,25,25
890,639,17,79,53
811,342,17,23,80
860,273,6,53,20
632,882,89,80,23
963,985,1,21,79
109,155,17,53,25
254,635,1,53,53
801,576,17,23,22
110,18,17,53,68
436,796,6,80,20
11,632,1,20,80
953,62,17,79,53
773,150,6,20,68
627,288,6,53,68
675,248,6,22,23
891,620,89,25,79
273,895,17,23,68
548,981,6,80,80
337,217,6,80,53
718,713,17,22,20
265,693,17,79,25
247,351,17,53,68
46,320,6,80,21
229,442,17,23,22
875,466,6,23,80
375,372,89,23,21
689,304,6,80,22
109,281,17,20,20
778,457,6,21,80
293,414,1,80,20
304,138,17,53,21
659,256,17,25,20
568,466,17,53,80
654,777,17,80,23
489,433,6,23,80
248,294,6,25,53
591,77,17,53,53
400,642,89,22,25
941,821,1,25,20
340,198,17,21,80
524,982,1,25,68
599,476,17,53,80
662,333,89,80,80
922,260,89,22,53
217,432,17,80,68
279,806,17,20,23
90,683,1,22,53
953,473,17,20,79
255,652,6,53,53
149,733,6,53,23
56,941,6,53,22
51,593,6,22,23
785,866,6,20,25
729,232,17,25,25
385,698,6,20,23
537,16,1,53,8
315,496,6,21,22
465,802,17,80,79
866,494,17,80,22
990,447,17,80,21
987,252,6,25,23
738,843,6,80,80
830,474,6,22,25
463,467,6,80,21
212,813,17,68,79
323,588,6,53,53
676,633,17,68,53
782,505,1,53,22
688,934,6,80,80
905,855,89,20,80
4,734,17,20,68
778,742,1,23,80
716,477,6,68,79
52,899,6,80,21
278,467,17,53,53
419,824,6,21,22
539,628,6,21,22
943,475,17,20,80
842,119,6,23,20
506,393,1,53,53
124,824,17,53,22
783,718,17,20,79
559,278,17,20,80
1825,798,17,20,80
920,987,6,25,21
412,362,17,53,25
237,668,1,80,68
209,323,6,21,21
64,701,17,25,68
347,358,6,22,53
132,936,17,80,79
857,949,89,53,80
412,194,89,21,80
503,483,17,80,53
170,866,17,25,53
474,25,1,21,21
914,591,17,22,68
486,270,17,23,80
468,678,6,53,23
548,30,6,80,53
500,66,1,25,22
833,823,6,21,21
756,857,17,80,80
154,852,17,22,53
675,843,17,25,53
375,853,17,20,20
101,929,1,25,25
224,362,1,80,80
280,528,17,53,79
751,816,6,22,22
407,885,6,53,80
982,290,6,80,80
264,98,6,80,80
793,479,6,53,80
640,36,6,22,23
658,894,6,53,23
61,184,17,22,79
862,796,6,53,80
908,557,6,25,22
308,889,6,79,22
439,35,6,80,25
990,737,1,53,80
924,987,17,80,20
852,53,89,80,21
245,60,6,22,25
821,331,6,80,53
546,105,17,53,23
54,655,1,22,80
736,410,6,80,22
256,977,1,53,80
924,999,6,23,20
760,587,6,80,21
700,722,6,25,21
670,10,6,23,79
24,938,17,80,20
119,201,6,68,22
486,379,17,21,80
824,962,89,21,25
1825,798,17,80,80
540,855,6,80,21
24,534,6,80,53
135,408,6,21,25
933,438,17,21,20
295,720,17,21,80
209,870,17,80,21
713,173,1,21,53
475,351,17,22,53
436,961,6,25,20
412,514,6,21,21
335,999,1,80,79
756,646,17,25,53
569,531,17,21,53
509,663,89,68,23
227,616,17,53,53
513,81,6,25,25
240,456,17,25,79
22,335,6,22,22
859,237,17,25,53
978,761,17,20,80
59,626,6,80,79
655,764,6,25,22
179,430,17,80,20
248,370,17,68,80
458,353,17,23,79
877,566,17,25,80
906,853,6,53,20
934,86,1,80,20
266,854,17,80,21
682,820,89,80,80
510,266,17,25,80
821,259,17,80,23
702,61,6,23,80
61,567,6,20,21
699,349,17,21,80
675,277,17,79,20
130,579,6,53,25
767,725,17,79,20
766,925,6,21,20
21,602,6,80,21
257,793,6,25,23
611,79,1,80,80
406,980,17,53,53
60,542,17,53,68
902,917,17,80,25
732,547,17,20,23
42,368,17,53,53
733,51,17,80,23
954,694,6,20,80
47,995,6,80,21
939,19,6,25,20
128,270,17,79,53
968,722,17,22,20
22,971,17,23,68
93,636,17,68,80
719,605,17,80,53
738,717,6,79,80
782,89,1,20,53
969,441,6,22,21
705,673,17,21,20
715,359,89,25,80
637,359,17,20,80
883,220,6,25,23
823,293,1,80,20
831,347,6,23,22
228,958,17,22,79
639,290,17,23,53
686,513,6,22,22
169,579,1,68,23
582,98,6,22,23
593,571,17,80,21
619,353,1,80,79
780,55,6,53,53
608,471,6,53,25
701,453,1,80,53
770,660,6,25,20
212,52,1,80,80
980,350,6,20,53
451,645,89,53,68
718,854,6,53,22
820,904,6,23,22
652,825,6,22,68
178,210,17,21,23
528,192,6,80,53
633,137,6,80,53
618,796,17,23,23
11,900,6,80,53
381,428,17,80,20
435,513,6,68,53
260,184,6,79,53
536,214,17,23,80
562,699,1,80,80
647,505,17,80,20
964,845,6,53,20
423,811,6,80,53
654,646,6,80,80
681,47,6,21,80
128,638,6,53,53
976,767,1,53,79
618,522,17,79,53
889,781,17,53,53
926,206,17,53,22
739,859,17,20,80
859,516,17,80,80
640,661,17,25,25
202,473,17,21,25
275,974,17,53,68
216,215,17,20,53
683,759,1,23,53
598,675,6,22,20
134,766,89,22,79
803,693,17,53,23
686,290,1,79,22
227,125,17,22,20
66,448,17,23,80
363,343,17,79,53
631,42,17,79,80
