srcIP,dstIP,protocol,sPort,dPort,activity
421,247,6,21,22,normal
755,649,17,80,53,normal
377,944,6,80,53,normal
145,507,6,68,79,normal
762,404,17,53,23,normal
873,913,1,79,20,normal
28,501,6,25,53,normal
424,908,17,53,20,normal
855,229,17,23,21,normal
527,960,6,23,21,normal
33,653,1,21,53,normal
727,499,6,80,17,anomaly
317,763,1,20,53,normal
578,899,17,25,79,normal
509,441,1,80,25,normal
905,355,6,23,53,normal
571,216,17,25,53,normal
339,608,6,79,80,normal
402,573,17,21,53,normal
754,982,6,80,53,normal
609,232,6,23,22,normal
562,28,6,20,22,normal
196,592,6,23,25,normal
716,811,6,23,53,normal
837,101,17,68,20,normal
329,896,1,68,25,normal
817,318,89,80,23,normal
425,745,6,22,22,normal
962,354,17,68,20,normal
999,443,17,53,80,normal
321,169,17,23,20,normal
476,13,17,53,80,normal
127,559,1,23,21,normal
362,755,17,80,21,normal
217,633,17,53,25,normal
396,615,6,80,53,normal
485,320,6,25,53,normal
822,859,6,20,20,normal
71,59,6,25,25,normal
80,513,17,20,22,normal
630,390,1,25,79,normal
281,725,17,21,53,normal
186,847,89,80,25,normal
410,139,17,23,80,normal
3,364,17,80,20,normal
793,166,17,53,20,normal
911,242,6,68,25,normal
644,881,17,80,20,normal
146,562,6,80,22,normal
897,399,17,53,21,normal
108,707,17,80,80,normal
857,655,17,25,79,normal
926,618,17,20,80,normal
730,779,1,21,80,normal
493,192,6,80,53,normal
585,809,6,53,23,normal
760,149,6,80,53,normal
312,391,1,68,22,normal
200,587,6,80,20,normal
37,437,1,53,20,normal
580,838,1,21,53,normal
984,137,17,68,79,normal
101,693,17,79,23,normal
758,783,1,53,21,normal
693,43,6,79,23,normal
392,383,6,20,23,normal
507,94,6,20,53,normal
905,976,17,22,80,normal
82,63,6,21,21,normal
400,471,17,23,25,normal
981,490,1,22,23,normal
385,371,17,25,20,normal
507,618,6,25,79,normal
877,444,6,20,53,normal
707,925,6,22,68,normal
563,829,6,22,79,normal
516,862,6,80,22,normal
42,947,6,68,53,normal
597,757,6,20,80,normal
290,755,6,80,80,normal
461,139,17,80,68,normal
831,183,6,23,80,normal
693,616,17,80,21,normal
923,221,6,21,23,normal
339,87,6,53,20,normal
194,261,17,25,80,normal
133,404,6,53,53,normal
869,425,89,80,22,normal
332,617,1,21,23,normal
713,935,89,23,53,normal
156,467,6,80,22,normal
669,711,6,22,23,normal
835,963,17,21,79,normal
264,828,17,23,80,normal
89,492,17,22,25,normal
83,148,17,21,80,normal
309,899,17,80,20,normal
684,55,17,23,23,normal
793,719,1,80,23,normal
32,214,6,80,21,normal
157,449,17,22,80,normal
375,963,17,68,80,normal
418,367,17,22,23,normal
489,150,1,53,22,normal
661,740,17,21,80,normal
788,91,17,79,23,normal
136,819,17,53,20,normal
15,922,89,23,79,normal
368,174,17,80,68,normal
617,987,6,79,53,normal
768,820,17,23,68,normal
275,179,1,80,20,normal
397,821,17,23,21,normal
112,596,17,80,20,normal
803,151,6,25,21,normal
726,881,6,80,53,normal
440,523,17,79,53,normal
287,850,6,22,22,normal
769,193,6,79,53,normal
505,329,6,22,22,normal
916,712,6,22,20,normal
184,772,17,20,68,normal
104,299,6,22,20,normal
281,321,17,25,53,normal
534,259,17,53,53,normal
299,431,6,53,21,normal
62,730,17,22,20,normal
813,322,17,23,79,normal
701,997,17,80,53,normal
136,209,1,22,80,normal
540,13,17,53,53,normal
860,106,6,25,20,normal
566,8,17,20,53,normal
77,118,17,80,20,normal
277,365,1,80,21,normal
194,627,6,53,23,normal
880,781,6,53,79,normal
912,77,6,53,79,normal
4,456,6,53,80,normal
660,631,6,80,53,normal
410,277,6,80,23,normal
535,785,17,25,53,normal
626,217,1,53,20,normal
226,970,1,25,80,normal
861,963,6,53,25,normal
915,811,1,22,68,normal
889,5,6,53,68,normal
269,344,17,25,68,normal
92,704,1,20,80,normal
503,363,6,68,23,normal
364,472,6,23,22,normal
249,437,17,53,20,normal
637,943,6,80,22,normal
229,231,6,25,25,normal
316,204,1,80,21,normal
561,91,6,53,22,normal
213,440,6,25,68,normal
22,702,17,21,25,normal
709,306,6,53,79,normal
592,262,6,79,23,normal
830,349,6,21,20,normal
525,622,6,21,53,normal
242,452,6,80,25,normal
590,435,17,22,53,normal
909,131,6,53,53,normal
824,775,6,21,25,normal
603,98,6,53,80,normal
987,551,6,80,80,normal
41,204,6,21,22,normal
950,892,17,80,23,normal
488,663,17,23,53,normal
724,889,1,22,53,normal
302,483,17,21,79,normal
16,358,17,20,23,normal
271,95,17,25,22,normal
615,468,6,22,22,normal
986,40,17,21,53,normal
735,473,17,53,21,normal
734,336,6,20,22,normal
227,715,6,68,53,normal
704,830,6,79,80,normal
854,962,6,53,53,normal
754,48,6,80,80,normal
620,779,6,22,23,normal
7,763,6,21,80,normal
33,430,89,25,79,normal
559,875,17,23,79,normal
12,270,6,80,20,normal
899,417,89,25,25,normal
677,573,17,22,22,normal
468,847,6,53,25,normal
389,958,17,20,53,normal
75,534,17,23,25,normal
454,326,17,53,80,normal
920,284,17,23,20,normal
567,337,6,68,22,normal
732,968,17,53,53,normal
481,337,17,80,53,normal
594,671,6,80,80,normal
883,82,89,21,23,normal
703,646,17,79,80,normal
750,763,6,53,21,normal
947,872,17,25,53,normal
734,768,17,22,20,normal
811,41,1,23,25,normal
1,540,17,22,53,normal
606,243,6,53,68,normal
802,68,6,53,23,normal
458,203,6,22,80,normal
163,152,17,25,53,normal
272,664,6,20,22,normal
565,56,6,22,53,normal
988,258,1,80,21,normal
727,950,17,68,21,normal
995,387,17,20,53,normal
511,609,17,53,23,normal
215,555,17,80,23,normal
288,867,17,68,23,normal
210,600,6,22,21,normal
693,515,6,68,53,normal
259,22,17,20,68,normal
24,932,17,23,53,normal
975,765,17,22,53,normal
520,309,6,80,79,normal
164,909,6,25,22,normal
99,731,6,23,20,normal
639,697,17,53,23,normal
247,626,17,53,80,normal
927,766,6,21,80,normal
580,629,6,80,53,normal
445,644,6,80,80,normal
743,770,1,25,23,normal
892,265,6,20,53,normal
446,354,17,21,21,normal
520,207,6,21,25,normal
289,489,6,80,53,normal
401,830,6,20,53,normal
167,617,6,80,20,normal
255,930,17,25,53,normal
144,830,89,80,53,normal
190,402,17,20,80,normal
231,642,6,53,80,normal
63,667,6,21,25,normal
410,282,17,23,80,normal
42,545,6,23,53,normal
911,696,17,23,53,normal
87,475,1,79,68,normal
848,499,6,53,10,anomaly
301,387,6,79,80,normal
160,944,6,21,25,normal
839,586,89,80,22,normal
730,157,6,80,80,normal
372,529,1,80,20,normal
423,186,17,79,80,normal
971,972,6,23,20,normal
459,158,17,23,53,normal
37,699,6,20,25,normal
345,936,17,53,20,normal
348,858,6,23,25,normal
793,904,17,20,23,normal
268,981,17,53,53,normal
718,634,6,22,79,normal
284,11,17,21,80,normal
961,735,17,23,25,normal
17,179,6,80,68,normal
442,904,17,25,22,normal
86,80,17,79,79,normal
90,216,1,21,22,normal
357,258,6,53,53,normal
902,189,6,21,53,normal
377,95,6,79,68,normal
299,720,6,25,21,normal
745,631,6,80,53,normal
918,964,1,25,53,normal
673,722,6,22,20,normal
833,248,6,79,25,normal
83,927,6,21,25,normal
871,320,6,25,80,normal
160,573,6,22,80,normal
627,924,6,80,23,normal
81,302,1,23,21,normal
496,727,6,68,21,normal
832,751,6,79,80,normal
760,820,6,21,25,normal
41,592,17,80,22,normal
300,527,17,25,25,normal
132,390,6,80,53,normal
466,248,17,21,25,normal
558,717,1,21,25,normal
341,772,6,23,53,normal
620,507,6,23,80,normal
594,655,17,80,22,normal
838,16,6,25,80,normal
848,242,6,80,53,normal
405,574,6,79,79,normal
333,261,6,53,20,normal
392,997,6,23,22,normal
823,312,17,22,53,normal
855,675,6,22,25,normal
42,159,1,23,53,normal
184,346,6,20,53,normal
882,194,6,53,21,normal
551,595,6,23,80,normal
418,492,17,25,20,normal
109,405,6,53,68,normal
192,540,89,20,79,normal
297,577,17,20,22,normal
499,12,17,25,20,normal
46,843,1,20,22,normal
69,98,6,25,25,normal
543,146,17,80,53,normal
6,65,89,53,20,normal
584,164,6,20,79,normal
482,747,1,22,53,normal
167,856,6,53,25,normal
335,632,17,68,80,normal
49,992,17,25,53,normal
410,450,6,21,80,normal
470,556,89,20,80,normal
514,735,17,79,80,normal
713,251,17,25,79,normal
338,138,6,80,79,normal
364,598,17,53,22,normal
5,857,17,21,68,normal
227,654,1,23,79,normal
1,563,1,25,21,normal
198,661,17,25,20,anomaly
107,791,1,80,20,normal
438,939,17,68,80,normal
757,534,6,21,80,normal
107,330,17,25,80,normal
680,670,1,53,80,normal
478,803,89,53,22,normal
611,819,17,80,53,normal
332,544,6,53,79,normal
621,260,6,21,53,normal
542,841,6,22,80,normal
224,585,17,79,53,normal
829,762,1,21,80,normal
602,763,17,53,53,normal
81,126,17,53,20,normal
839,112,6,25,25,normal
520,77,6,79,23,normal
846,950,6,53,23,normal
263,325,17,53,80,normal
456,561,17,80,25,normal
582,425,17,80,80,normal
736,414,17,25,22,normal
803,150,17,23,53,normal
277,221,89,20,20,normal
445,940,6,80,23,normal
761,382,17,80,80,normal
397,381,6,53,53,normal
871,602,1,68,20,normal
935,531,6,22,25,normal
393,422,6,23,22,normal
284,676,6,25,21,normal
241,962,6,23,23,normal
666,789,17,25,80,normal
367,846,6,21,21,normal
698,958,6,53,80,normal
669,258,17,79,68,normal
48,293,17,22,53,normal
992,417,1,23,23,normal
710,697,1,25,23,normal
600,134,6,23,80,normal
204,224,6,23,80,normal
192,930,1,80,80,normal
759,581,6,22,22,normal
364,196,17,23,80,normal
272,113,1,23,23,normal
867,264,6,21,80,normal
323,174,17,25,25,normal
519,920,17,68,20,normal
15,792,17,22,79,normal
568,404,6,53,20,normal
523,736,89,53,21,normal
83,536,89,80,53,normal
203,935,6,53,80,normal
925,983,6,23,80,normal
38,714,6,25,20,normal
757,274,1,25,68,normal
134,880,17,53,21,normal
805,491,17,23,53,normal
430,998,6,22,22,normal
918,821,6,53,53,normal
704,399,6,21,53,normal
682,712,6,21,68,normal
341,845,17,53,23,normal
118,95,17,21,53,normal
136,580,6,25,68,normal
229,32,6,79,53,normal
276,508,6,68,22,normal
153,407,17,53,80,normal
479,110,6,20,25,normal
633,553,6,53,68,normal
191,19,89,80,22,normal
23,653,17,80,80,normal
119,895,6,23,53,normal
423,144,17,22,25,normal
246,158,6,25,80,normal
705,875,17,23,53,normal
597,263,17,53,23,normal
401,863,6,53,53,normal
368,729,1,23,20,normal
50,485,6,22,53,normal
908,735,17,22,53,normal
779,12,17,80,22,normal
562,518,1,23,22,normal
175,44,6,80,53,normal
690,253,6,80,53,normal
901,24,6,21,20,normal
951,856,17,21,21,normal
838,506,6,20,79,normal
450,283,6,53,21,normal
440,109,6,53,80,normal
904,775,6,53,68,normal
399,261,6,80,80,normal
913,412,17,21,53,normal
812,552,6,80,25,normal
685,626,17,22,53,normal
681,768,6,22,53,normal
225,164,89,53,80,normal
789,82,1,80,79,normal
234,855,17,23,21,normal
806,931,6,21,21,normal
888,978,17,22,79,normal
483,253,17,23,25,normal
284,799,6,53,80,normal
270,936,6,25,20,normal
764,511,17,25,53,normal
374,801,6,22,80,normal
610,454,6,53,23,normal
344,192,17,68,80,normal
485,953,1,20,80,normal
112,298,6,80,25,normal
454,357,89,53,20,normal
603,346,6,20,53,normal
644,599,1,53,53,normal
201,451,6,20,20,normal
943,842,6,68,23,normal
435,454,6,53,25,normal
887,279,6,79,80,normal
717,94,6,53,22,normal
27,617,6,79,53,normal
351,329,1,80,22,normal
758,487,6,25,23,normal
408,886,6,68,22,normal
268,458,17,68,25,normal
328,699,17,80,22,normal
788,55,6,20,20,normal
285,280,17,25,68,normal
756,613,17,20,68,normal
544,974,89,23,53,normal
925,74,6,68,53,normal
45,133,17,53,21,normal
351,264,17,25,80,normal
529,748,6,80,53,normal
705,499,6,79,11,anomaly
753,847,6,80,68,normal
207,943,17,21,53,normal
223,268,17,20,25,normal
503,94,6,53,53,normal
37,839,17,80,23,normal
163,454,6,21,80,normal
954,693,17,25,21,normal
93,29,6,23,53,normal
472,968,17,53,21,normal
195,575,89,21,53,normal
54,163,6,22,80,normal
235,256,6,25,53,normal
157,966,6,53,23,normal
1,919,17,20,53,normal
127,744,6,25,80,normal
702,998,17,23,25,normal
986,497,89,22,21,normal
468,216,1,53,53,normal
60,850,89,53,80,normal
752,748,6,80,20,normal
249,385,17,23,53,normal
951,847,6,79,79,normal
889,725,17,80,68,normal
623,864,1,22,79,normal
807,254,17,20,80,normal
842,172,17,53,22,normal
1000,819,6,80,21,normal
118,953,6,53,80,normal
687,128,6,53,53,normal
198,359,17,21,21,normal
283,512,1,80,21,normal
565,659,6,21,22,normal
281,854,1,68,25,normal
709,376,17,80,53,normal
637,588,17,22,80,normal
931,57,1,23,23,normal
82,354,17,22,20,normal
643,830,89,80,68,normal
861,224,17,80,68,normal
963,811,6,80,22,normal
261,153,17,25,20,normal
882,372,6,80,20,normal
624,536,6,20,53,normal
552,876,17,53,80,normal
557,924,89,20,25,normal
29,623,17,80,21,normal
213,391,6,25,21,normal
581,515,6,20,53,normal
143,981,17,53,23,normal
254,328,6,22,53,normal
273,258,17,53,25,normal
173,209,17,53,53,normal
935,964,1,23,20,normal
588,124,17,68,80,normal
506,614,6,21,53,normal
936,727,17,20,20,normal
982,742,1,53,21,normal
733,146,6,20,21,normal
730,493,6,21,53,normal
3,687,6,79,80,normal
98,481,6,25,80,normal
942,280,6,23,23,normal
411,125,17,80,68,normal
839,928,17,80,53,normal
872,764,17,80,20,normal
991,754,1,23,23,normal
718,979,6,23,20,normal
1000,4,6,68,23,normal
118,262,6,20,21,normal
958,1,6,21,22,normal
824,567,6,21,53,normal
502,902,17,23,25,normal
450,101,17,79,21,normal
98,306,17,22,21,normal
842,462,6,80,79,normal
376,266,6,79,20,normal
551,125,17,22,68,normal
736,557,6,53,22,normal
432,713,17,80,53,normal
154,438,6,80,22,normal
952,551,17,23,53,normal
307,978,17,21,80,normal
131,745,17,53,53,normal
652,733,17,53,25,normal
707,622,17,25,68,normal
871,496,6,80,80,normal
214,212,17,21,80,normal
131,221,17,53,53,normal
218,398,6,53,80,normal
451,470,6,53,22,normal
759,468,17,53,80,normal
559,403,6,53,25,normal
435,554,17,80,20,normal
324,661,17,25,20,anomaly
311,441,6,80,25,normal
661,840,17,80,80,normal
836,463,6,22,53,normal
323,193,17,80,80,normal
884,879,6,25,23,normal
973,517,6,25,53,normal
571,61,1,79,80,normal
94,484,6,25,23,normal
311,21,89,20,80,normal
444,349,6,23,80,normal
593,499,6,53,13,anomaly
620,491,17,21,25,normal
491,559,6,25,22,normal
146,320,6,22,53,normal
120,579,17,79,22,normal
62,748,17,53,80,normal
525,143,6,68,23,normal
728,924,6,53,20,normal
422,253,17,53,25,normal
819,633,17,22,80,normal
214,159,17,80,80,normal
971,334,6,53,25,normal
910,817,6,80,80,normal
130,16,17,22,53,normal
855,635,1,25,25,normal
417,549,17,53,21,normal
61,731,17,79,23,normal
610,636,1,53,21,normal
955,701,6,53,79,normal
452,277,6,53,68,normal
417,499,6,80,31,anomaly
567,821,89,22,22,normal
484,144,6,21,23,normal
516,280,6,22,53,normal
56,698,6,80,23,normal
932,926,17,23,53,normal
973,879,6,20,25,normal
313,205,17,22,25,normal
58,20,6,53,20,normal
575,531,17,21,53,normal
639,453,6,53,21,normal
506,477,6,80,25,normal
103,736,17,25,20,normal
254,357,17,53,23,normal
670,249,6,21,22,normal
232,654,6,20,80,normal
982,781,6,25,23,normal
549,82,6,23,23,normal
569,930,6,79,21,normal
976,579,6,22,21,normal
176,646,17,80,80,normal
790,403,17,53,79,normal
776,283,17,21,53,normal
590,883,17,79,25,normal
215,142,6,23,21,normal
357,793,6,21,20,normal
811,24,6,22,80,normal
420,488,17,53,22,normal
391,658,6,23,25,normal
378,242,17,53,25,normal
561,729,17,53,79,normal
903,767,17,23,22,normal
614,3,6,23,22,normal
520,15,17,25,25,normal
93,156,17,79,20,normal
207,194,1,23,80,normal
231,791,6,22,80,normal
966,103,6,80,68,normal
122,270,17,53,53,normal
307,771,6,53,25,normal
141,383,6,25,53,normal
561,334,6,20,25,normal
751,793,17,68,23,normal
645,901,17,25,80,normal
591,289,17,21,53,normal
74,204,6,21,80,normal
979,984,6,53,25,normal
570,583,17,20,23,normal
980,552,6,79,22,normal
456,38,6,20,25,normal
918,693,17,22,79,normal
199,816,6,53,53,normal
355,121,17,80,21,normal
878,325,89,53,53,normal
643,737,17,23,25,normal
101,198,6,68,20,normal
764,962,6,20,53,normal
910,221,6,80,53,normal
196,504,1,22,22,normal
624,236,17,53,21,normal
966,221,17,20,80,normal
950,685,17,68,22,normal
780,144,17,80,80,normal
213,867,1,79,53,normal
957,570,6,53,80,normal
561,883,17,23,22,normal
196,904,6,80,21,normal
465,577,6,80,80,normal
182,593,17,53,25,normal
539,975,6,22,79,normal
917,102,6,79,53,normal
116,954,6,53,21,normal
656,108,17,21,23,normal
855,33,17,20,80,normal
275,77,17,79,53,normal
230,335,17,80,25,normal
739,507,1,79,53,normal
867,769,1,53,80,normal
457,511,6,20,53,normal
403,149,17,22,80,normal
64,451,6,20,20,normal
732,500,17,53,53,normal
791,194,89,25,23,normal
627,660,6,20,80,normal
594,332,17,53,53,normal
866,753,1,80,22,normal
199,740,6,80,20,normal
963,539,17,23,20,normal
723,935,6,80,20,normal
342,679,1,80,21,normal
296,578,17,80,25,normal
490,743,17,25,23,normal
811,691,17,23,22,normal
120,857,6,53,22,normal
107,95,17,23,80,normal
444,65,6,25,22,normal
492,805,6,53,53,normal
937,423,17,21,23,normal
363,12,17,20,23,normal
524,15,17,53,23,normal
306,691,6,80,80,normal
328,848,6,53,23,normal
924,313,1,20,53,normal
514,262,6,53,22,normal
360,526,17,20,80,normal
352,174,6,22,68,normal
565,478,17,80,80,normal
170,67,6,80,80,normal
803,108,17,21,22,normal
916,938,6,53,80,normal
306,37,6,21,80,normal
58,845,17,20,25,normal
817,694,17,53,22,normal
487,369,17,53,21,normal
318,191,6,22,21,normal
827,977,17,79,53,normal
550,171,6,68,68,normal
352,225,17,23,25,normal
549,380,17,20,25,normal
172,598,6,79,23,normal
387,3,17,21,20,normal
374,913,17,22,25,normal
397,561,6,80,22,normal
87,84,17,25,53,normal
383,575,17,22,25,normal
8,396,17,21,80,normal
151,611,17,68,21,normal
431,734,17,23,68,normal
966,413,6,20,80,normal
680,32,17,22,22,normal
987,866,6,22,53,normal
849,554,17,21,68,normal
159,394,6,53,80,normal
865,420,6,25,53,normal
561,88,89,68,80,normal
271,36,6,25,53,normal
327,270,6,80,22,normal
456,59,1,80,53,normal
90,491,6,68,80,normal
399,753,6,23,22,normal
758,383,6,21,53,normal
77,860,17,22,53,normal
411,751,17,53,80,normal
680,611,6,53,53,normal
293,248,1,79,23,normal
937,404,17,23,25,normal
874,798,6,53,22,normal
862,269,6,23,25,normal
967,75,1,22,80,normal
810,822,17,80,23,normal
988,207,1,20,80,normal
504,849,6,80,25,normal
829,574,17,53,23,normal
590,100,6,79,53,normal
550,614,1,21,20,normal
2,643,6,21,20,normal
670,385,6,53,53,normal
315,681,1,53,53,normal
447,615,6,20,22,normal
339,777,6,53,53,normal
802,371,17,25,25,normal
252,823,89,22,21,normal
592,243,6,25,79,normal
161,25,17,22,53,normal
232,3,6,23,68,normal
395,160,89,80,53,normal
918,416,17,23,23,normal
284,560,6,68,22,normal
253,908,6,20,53,normal
929,681,1,23,23,normal
416,547,17,21,79,normal
85,884,6,23,22,normal
180,976,17,25,20,normal
905,270,6,22,53,normal
482,351,17,22,25,normal
945,326,89,21,21,normal
171,803,6,23,53,normal
495,454,6,25,22,normal
433,707,17,80,68,normal
935,427,6,25,22,normal
833,490,6,25,80,normal
273,520,6,21,25,normal
937,121,1,23,80,normal
824,174,6,25,80,normal
913,125,6,21,80,normal
201,132,6,53,80,normal
515,149,6,80,25,normal
677,809,17,25,80,normal
858,243,6,22,21,normal
528,915,6,25,22,normal
218,461,6,79,80,normal
723,365,6,22,80,normal
18,946,17,53,23,normal
355,806,6,23,79,normal
794,134,17,80,80,normal
680,831,6,23,20,normal
974,72,17,53,53,normal
453,6,17,21,25,normal
775,697,17,22,53,normal
197,743,6,25,53,normal
900,460,17,53,53,normal
235,2,6,68,25,normal
500,286,17,20,53,normal
853,523,17,25,25,normal
701,580,6,80,53,normal
738,342,17,21,68,normal
184,131,17,25,53,normal
888,276,6,20,20,normal
612,859,6,22,53,normal
277,989,17,22,79,normal
288,781,6,68,80,normal
816,445,17,53,20,normal
482,922,17,22,22,normal
86,891,6,23,80,normal
813,169,1,25,80,normal
679,408,1,53,80,normal
510,824,6,68,80,normal
512,519,6,53,80,normal
350,865,17,79,80,normal
940,889,17,20,68,normal
297,763,6,25,79,normal
868,554,6,23,80,normal
658,74,17,53,22,normal
182,222,6,53,20,normal
247,599,17,53,22,normal
765,433,17,80,21,normal
472,717,6,80,80,normal
966,929,17,53,20,normal
778,554,17,68,80,normal
716,774,6,53,22,normal
402,251,17,22,22,normal
187,287,17,25,80,normal
677,783,1,53,68,normal
526,282,17,25,53,normal
711,800,6,20,80,normal
273,565,6,53,23,normal
216,898,17,21,23,normal
292,87,1,80,20,normal
87,522,17,23,53,normal
636,495,1,53,21,normal
656,130,6,23,80,normal
32,712,1,80,80,normal
809,826,6,79,79,normal
790,235,17,23,20,normal
307,7,6,80,79,normal
612,861,17,80,23,normal
85,649,6,20,21,normal
786,898,17,53,21,normal
102,373,17,21,80,normal
911,247,6,23,23,normal
910,494,6,25,20,normal
639,680,17,25,20,normal
698,200,6,22,25,normal
595,285,1,80,23,normal
959,315,17,79,68,normal
946,959,6,53,25,normal
128,240,6,53,80,normal
789,943,6,80,53,normal
876,544,6,20,80,normal
211,505,17,80,53,normal
431,955,1,21,80,normal
200,664,1,22,80,normal
28,161,17,25,80,normal
248,792,17,25,68,normal
770,192,17,80,53,normal
880,349,89,80,21,normal
150,747,89,79,80,normal
860,75,6,22,21,normal
113,359,89,80,68,normal
728,526,6,22,53,normal
280,648,6,80,23,normal
264,37,17,53,53,normal
468,908,6,68,22,normal
441,498,6,23,20,normal
556,916,6,79,80,normal
635,162,6,80,53,normal
353,917,6,25,68,normal
441,637,17,20,53,normal
586,854,1,23,53,normal
269,576,89,21,25,normal
36,734,17,22,21,normal
144,747,6,53,25,normal
167,263,17,53,21,normal
611,16,17,21,20,normal
306,149,17,80,22,normal
857,628,17,53,23,normal
503,358,1,22,80,normal
943,75,17,80,79,normal
437,644,6,21,53,normal
244,754,6,79,20,normal
795,70,17,80,23,normal
846,514,17,23,21,normal
74,334,6,20,53,normal
2,307,6,25,21,normal
804,973,1,20,22,normal
249,210,17,80,20,normal
993,130,6,53,80,normal
545,634,6,53,79,normal
850,230,6,20,80,normal
899,612,6,21,20,normal
621,672,6,53,20,normal
358,14,6,21,80,normal
156,455,17,20,21,normal
535,32,6,80,80,normal
379,588,17,21,23,normal
106,99,17,20,21,normal
745,147,17,23,53,normal
224,161,6,25,25,normal
630,183,17,80,79,normal
940,119,89,23,80,normal
280,817,6,21,68,normal
569,692,17,22,25,normal
199,49,17,20,79,normal
528,805,1,23,20,normal
844,111,6,79,80,normal
870,617,1,22,80,normal
995,188,6,80,79,normal
534,531,6,22,20,normal
109,792,6,22,80,normal
44,280,17,80,68,normal
338,69,17,53,53,normal
619,821,6,68,80,normal
358,525,17,80,20,normal
79,996,6,79,68,normal
684,398,1,80,23,normal
585,516,6,22,53,normal
383,914,6,22,53,normal
950,530,89,53,53,normal
660,96,17,53,68,normal
115,60,17,22,23,normal
699,925,89,80,53,normal
179,432,89,79,21,normal
837,467,6,53,80,normal
945,950,17,22,22,normal
36,678,6,22,20,normal
813,435,6,79,68,normal
161,319,17,22,53,normal
308,740,17,25,20,normal
178,37,6,80,25,normal
349,206,17,80,79,normal
450,83,17,21,21,normal
453,299,6,79,80,normal
96,108,17,25,20,normal
386,359,6,79,68,normal
680,526,6,23,25,normal
693,535,17,20,21,normal
435,156,6,21,25,normal
565,577,6,53,22,normal
407,384,1,68,22,normal
773,891,17,68,20,normal
686,799,6,68,53,normal
490,465,17,53,68,normal
52,285,6,23,53,normal
194,261,6,20,20,normal
75,312,6,21,80,normal
424,436,6,80,21,normal
895,622,17,80,53,normal
821,526,6,53,22,normal
38,658,6,80,22,normal
332,162,17,20,53,normal
856,912,89,25,53,normal
917,505,6,25,53,normal
651,705,17,23,23,normal
604,68,6,20,79,normal
645,375,17,80,21,normal
254,58,17,53,21,normal
390,253,89,68,23,normal
415,162,1,23,80,normal
54,317,1,79,25,normal
668,684,6,23,79,normal
285,903,1,53,53,normal
709,909,17,25,53,normal
195,359,1,20,53,normal
800,932,6,21,20,normal
961,325,17,53,53,normal
680,645,6,53,21,normal
625,341,6,22,21,normal
849,297,17,25,79,normal
149,177,6,80,25,normal
263,615,6,25,80,normal
849,564,6,22,53,normal
783,137,1,79,80,normal
715,714,6,22,53,normal
672,363,6,21,21,normal
786,130,6,80,53,normal
381,740,6,22,25,normal
327,969,6,53,53,normal
491,519,6,68,53,normal
891,53,17,22,23,normal
864,264,17,22,80,normal
204,931,1,25,22,normal
238,637,1,25,80,normal
2,714,17,68,23,normal
677,449,6,79,80,normal
831,176,6,79,80,normal
784,480,6,53,80,normal
769,449,1,22,53,normal
860,527,6,22,79,normal
121,351,17,23,68,normal
327,658,6,53,23,normal
235,415,6,23,22,normal
665,15,6,23,22,normal
851,797,6,25,80,normal
350,661,17,53,20,anomaly
302,50,17,53,68,normal
195,274,6,80,53,normal
405,888,17,23,53,normal
426,583,17,20,53,normal
259,804,6,53,53,normal
383,681,17,25,79,normal
698,51,17,25,23,normal
195,432,6,25,22,normal
659,356,17,20,80,normal
411,351,6,21,80,normal
441,960,6,25,79,normal
540,184,6,80,80,normal
405,629,17,20,80,normal
384,496,17,80,80,normal
763,990,89,23,80,normal
265,588,17,53,79,normal
201,710,89,23,25,normal
204,688,89,80,21,normal
122,431,17,25,21,normal
119,161,6,80,53,normal
555,224,1,80,80,normal
124,900,6,68,80,normal
495,888,6,22,80,normal
591,586,17,23,80,normal
804,20,1,23,53,normal
90,510,17,20,20,normal
303,602,6,21,53,normal
798,732,17,22,25,normal
424,160,6,21,20,normal
803,600,6,21,20,normal
92,443,17,20,22,normal
170,126,6,20,23,normal
987,580,6,53,68,normal
741,562,89,21,68,normal
618,522,17,53,53,normal
45,855,17,20,23,normal
284,443,6,20,80,normal
779,313,1,68,53,normal
869,648,17,20,79,normal
529,246,6,80,22,normal
646,424,6,20,68,normal
879,928,6,23,53,normal
165,749,89,23,80,normal
401,457,1,53,22,normal
152,866,6,53,22,normal
472,908,6,68,53,normal
595,680,6,79,53,normal
983,135,17,53,20,normal
321,229,6,53,80,normal
793,885,17,22,53,normal
373,264,17,25,25,normal
187,58,89,80,23,normal
705,913,1,80,23,normal
970,309,6,53,80,normal
98,229,1,79,25,normal
713,73,17,79,21,normal
165,18,17,80,68,normal
216,288,17,20,80,normal
837,303,17,80,20,normal
807,844,6,22,23,normal
414,491,6,25,53,normal
594,188,17,53,23,normal
54,222,6,23,23,normal
601,144,6,53,21,normal
950,9,6,80,68,normal
633,794,17,53,25,normal
306,424,17,80,21,normal
361,27,6,53,80,normal
507,239,6,23,22,normal
569,413,17,22,53,normal
973,89,6,53,80,normal
254,900,6,80,53,normal
982,758,17,22,53,normal
833,278,6,20,21,normal
851,149,6,21,25,normal
853,567,89,53,22,normal
459,568,17,21,80,normal
715,356,17,53,53,normal
938,660,6,53,53,normal
488,701,1,80,21,normal
242,987,6,68,20,normal
278,706,17,53,53,normal
313,532,6,79,79,normal
207,514,6,23,25,normal
829,475,1,22,53,normal
655,881,89,53,53,normal
